lot_id,die_attach_temp,bond_force,epoxy_volume,die_attach_void_percent,cure_temp,cure_time,cure_ramp_rate,mold_temp,mold_pressure,transfer_speed,vacuum_level,mold_void_count,pmc_temp,pmc_time,cooling_rate,warpage_mm,floor_life_hours,moisture_content,reflow_peak_temp,reflow_ramp_rate,time_above_liquidus,da_temp_zone,bond_force_zone,epoxy_volume_zone,da_void_zone,cure_temp_zone,cure_time_zone,cure_ramp_zone,mold_temp_zone,mold_pressure_zone,transfer_speed_zone,vacuum_zone,mold_void_zone,pmc_temp_zone,pmc_time_zone,cooling_zone,warpage_zone,floor_life_zone,moisture_zone,peak_temp_zone,reflow_ramp_zone,tal_zone,da_temp_risk,bond_force_risk,epoxy_volume_risk,da_void_risk,cure_temp_risk,cure_time_risk,cure_ramp_risk,mold_temp_risk,mold_pressure_risk,transfer_speed_risk,vacuum_risk,mold_void_risk,pmc_temp_risk,pmc_time_risk,cooling_risk,warpage_risk,floor_life_risk,moisture_risk,peak_temp_risk,reflow_ramp_risk,tal_risk,die_attach_score,die_attach_cure_score,moulding_score,pmc_score,reflow_score,die_attach_class,die_attach_cure_class,moulding_class,pmc_class,reflow_class,overall_risk,overall_class,danger_trigger_stage,final_action
LOT_0041,149.7,22.02,91.02,5.53,166.33,67.39,5.43,189.73,74.9,0.89,0.38,0,165.54,111.4,6.13,0.034,4.02,0.321,240.58,3.01,96.09,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Danger,Warning,Warning,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Warning,Normal,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.4,0.0,0.45,0.2,0.2,Medium,Low,Medium,Low,Low,0.273,Low,Moulding,Immediate Hold / Halt
LOT_0042,140.91,24.64,114.37,1.55,161.9,64.29,5.5,178.95,96.08,0.96,0.34,0,164.88,89.4,6.69,0.039,29.37,0.248,254.51,4.52,74.07,Warning,Warning,Danger,Normal,Normal,Normal,Normal,Normal,Danger,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Danger,Normal,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.4,0.0,0.275,0.2,0.325,Medium,Low,Low,Low,Low,0.26,Low,Die Attach,Immediate Hold / Halt
LOT_0043,147.06,23.13,105.46,11.39,169.67,54.61,5.89,181.65,86.56,1.1,0.71,6,179.68,101.68,3.75,0.092,52.96,0.127,247.95,2.19,90.86,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Warning,Warning,Warning,Warning,Danger,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.65,0.2,0.075,Medium,Low,Medium,Low,Low,0.331,Medium,Die Attach,Immediate Hold / Halt
LOT_0044,157.67,20.57,100.37,0.0,170.97,69.68,8.24,173.15,81.75,1.05,0.82,2,171.95,100.94,4.28,0.044,28.66,0.411,236.79,2.61,69.0,Warning,Normal,Normal,Normal,Warning,Normal,Danger,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.475,0.15,0.1,0.1,Low,Medium,Low,Low,Low,0.169,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0045,157.17,15.43,95.53,5.51,177.52,59.01,4.17,186.29,68.42,0.56,0.59,0,162.85,102.75,4.37,0.035,0.0,0.381,250.2,2.42,145.4,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Danger,Warning,Danger,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.4,0.175,0.45,0.2,0.325,Medium,Low,Medium,Low,Low,0.33,Low,Moulding,Immediate Hold / Halt
LOT_0046,143.58,15.42,94.46,3.82,166.95,56.38,5.53,167.49,91.55,0.98,0.72,3,173.2,100.26,4.67,0.131,55.9,0.279,250.67,2.43,133.2,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Warning,Warning,Normal,Warning,Normal,Warning,Warning,Normal,Warning,Normal,Warning,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.3,0.0,0.525,0.3,0.3,Low,Low,Medium,Low,Low,0.311,Low,Moulding,Immediate Hold / Halt
LOT_0047,145.94,25.4,99.68,0.0,166.02,49.78,6.26,171.08,76.43,0.62,0.41,0,158.91,103.69,5.18,0.114,0.79,0.243,244.97,1.57,135.1,Normal,Danger,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Danger,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Warning,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0.325,0.15,0.5,0.1,Low,Low,Low,Medium,Low,0.226,Low,Die Attach,Immediate Hold / Halt
LOT_0048,155.26,19.34,100.22,4.83,148.67,56.29,3.98,168.99,77.75,1.36,0.63,0,174.01,115.19,5.39,0.085,8.47,0.355,248.15,3.22,109.06,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Danger,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Warning,Normal,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.1,0.35,0.25,0.2,0.2,Low,Medium,Low,Low,Low,0.215,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0049,156.3,18.39,110.54,4.79,181.6,49.66,7.6,176.19,74.79,0.9,0.44,3,173.66,79.67,3.96,0.251,65.46,0.315,245.3,2.6,108.41,Warning,Normal,Danger,Normal,Danger,Warning,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Danger,Warning,Warning,Normal,Normal,Normal,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.3,0.675,0.25,0.5,0.175,Low,High,Low,Medium,Low,0.343,Medium,Die Attach,Immediate Hold / Halt
LOT_0050,143.86,19.23,86.65,5.6,170.18,52.75,7.36,167.65,68.29,1.04,0.71,7,166.79,109.42,3.94,0.066,45.21,0.348,232.39,3.68,131.4,Warning,Normal,Danger,Warning,Warning,Normal,Warning,Warning,Warning,Normal,Warning,Danger,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Danger,Warning,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.325,0.575,0.1,0.4,Medium,Low,Medium,Low,Medium,0.407,Medium,Die Attach,Immediate Hold / Halt
LOT_0051,146.25,21.19,103.95,5.04,160.6,49.93,4.96,182.04,84.35,0.93,0.65,0,178.04,58.69,3.46,0.0,0.0,0.424,241.26,2.78,88.59,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Warning,Normal,Normal,Normal,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.175,0.1,0.3,0.1,Low,Low,Low,Low,Low,0.161,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0052,152.86,20.23,89.74,7.99,161.05,36.65,4.36,184.0,86.8,0.93,0.43,1,184.54,96.87,4.65,0.162,29.73,0.211,243.43,2.44,88.88,Normal,Normal,Danger,Warning,Normal,Danger,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.2,0.3,0.0,Medium,Medium,Low,Low,Low,0.228,Low,Die Attach,Immediate Hold / Halt
LOT_0053,154.37,20.16,105.86,3.68,165.63,30.03,6.37,177.08,87.98,0.42,0.92,2,177.76,71.28,4.92,0.0,9.03,0.537,243.47,2.67,116.1,Normal,Normal,Warning,Normal,Normal,Danger,Warning,Normal,Warning,Danger,Danger,Normal,Warning,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.5,0.4,0.2,0.2,Low,Medium,Medium,Low,Low,0.275,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0054,152.97,20.45,102.92,13.61,164.54,63.02,6.58,181.63,89.5,1.13,0.27,7,161.98,95.45,2.87,0.075,31.89,0.298,248.38,3.79,103.61,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Warning,Warning,Warning,Warning,Danger,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Danger,Normal,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.15,0.65,0.2,0.2,Medium,Low,Medium,Low,Low,0.345,Medium,Die Attach,Immediate Hold / Halt
LOT_0055,148.54,22.89,109.52,0.0,169.78,70.52,4.55,183.25,78.8,1.03,0.47,2,162.33,64.08,6.39,0.012,0.21,0.0,239.89,1.44,139.26,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.175,0.1,0.3,0.1,Low,Low,Low,Low,Low,0.161,Low,None,Continue
LOT_0056,156.06,17.94,118.02,7.93,162.4,22.51,8.44,166.66,66.84,1.2,0.99,6,173.95,100.71,5.28,0.141,30.75,0.266,244.5,1.9,81.58,Warning,Warning,Danger,Warning,Normal,Danger,Danger,Warning,Warning,Warning,Danger,Danger,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.65,0.725,0.4,0.0,Medium,Medium,High,Medium,Low,0.459,Medium,Die Attach,Immediate Hold / Halt
LOT_0057,139.84,19.7,92.09,0.0,166.44,80.88,6.38,165.58,72.08,1.19,0.3,1,173.85,72.57,4.16,0.0,9.57,0.298,232.26,2.85,89.41,Danger,Normal,Warning,Normal,Normal,Warning,Warning,Warning,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.325,0.35,0.1,0.0,Low,Low,Medium,Low,Low,0.211,Low,Die Attach,Immediate Hold / Halt
LOT_0058,153.31,20.67,110.91,4.5,161.56,61.83,5.81,175.29,80.32,0.86,0.37,0,182.25,67.61,2.96,0.023,45.48,0.206,254.98,1.96,98.37,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.15,0.3,0.125,Low,Low,Low,Low,Low,0.154,Low,Die Attach,Immediate Hold / Halt
LOT_0059,144.99,26.44,90.5,5.24,170.07,66.21,4.72,174.22,80.35,0.97,0.69,9,166.1,65.34,3.87,0.286,4.71,0.496,258.42,2.06,107.07,Warning,Danger,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Normal,Warning,Normal,Danger,Normal,Warning,Warning,Normal,Normal,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.6,0.175,0.3,0.5,0.225,Medium,Low,Low,Medium,Low,0.353,Medium,Die Attach,Immediate Hold / Halt
LOT_0060,159.77,18.86,98.37,1.67,156.88,50.26,3.16,175.2,73.84,1.05,0.19,3,175.83,54.11,4.56,0.178,0.0,0.501,248.35,1.94,88.33,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Danger,Warning,Warning,Danger,Normal,Warning,Normal,Danger,Normal,Normal,Normal,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.1,0.175,0.4,0.5,0.2,Low,Low,Medium,Medium,Low,0.271,Low,Moulding,Immediate Hold / Halt
LOT_0061,153.35,20.23,104.31,0.32,166.35,38.79,4.83,169.58,74.12,1.25,0.72,4,162.35,84.3,5.82,0.091,79.66,0.309,246.54,2.25,94.01,Normal,Normal,Normal,Normal,Normal,Danger,Normal,Warning,Warning,Warning,Warning,Warning,Warning,Normal,Warning,Normal,Danger,Warning,Normal,Normal,Normal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.35,0.5,0.2,0.25,Low,Medium,Medium,Low,Low,0.27,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0062,149.09,22.12,107.65,0.86,154.35,32.46,5.76,168.38,62.78,1.08,1.0,2,175.87,91.47,3.85,0.154,17.03,0.29,247.57,1.97,119.76,Normal,Warning,Warning,Normal,Warning,Danger,Normal,Warning,Danger,Normal,Danger,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.525,0.45,0.3,0.0,Low,Medium,Medium,Low,Low,0.276,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0063,148.95,17.73,104.29,0.41,165.23,59.86,6.63,177.85,79.8,1.16,0.78,4,170.07,66.39,2.4,0.056,9.37,0.222,245.45,2.92,87.89,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.3,0.2,0.0,Low,Low,Low,Low,Low,0.147,Low,None,Continue
LOT_0064,152.92,20.19,84.2,0.24,163.85,41.85,5.9,184.18,89.75,0.96,0.8,2,167.64,78.96,3.55,0.049,28.09,0.274,245.02,2.85,125.72,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.175,0.275,0.1,0.1,Low,Low,Low,Low,Low,0.175,Low,Die Attach,Immediate Hold / Halt
LOT_0065,155.7,15.55,79.57,7.74,154.06,56.63,3.24,164.19,84.33,1.15,0.38,0,166.18,97.05,1.78,0.095,23.63,0.337,245.96,1.72,125.9,Warning,Warning,Danger,Warning,Warning,Normal,Normal,Danger,Normal,Warning,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Warning,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.6,0.175,0.35,0.2,0.2,Medium,Low,Medium,Low,Low,0.314,Low,Die Attach,Immediate Hold / Halt
LOT_0066,149.05,19.92,92.53,2.23,157.92,57.41,7.57,166.77,67.09,1.29,0.46,0,177.28,79.1,6.74,0.134,12.29,0.574,240.15,3.09,98.98,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Danger,Normal,Warning,Normal,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.1,0.325,0.275,0.5,0.3,Low,Low,Low,Medium,Low,0.288,Low,Solder Reflow,Immediate Hold / Halt
LOT_0067,157.81,24.68,100.26,0.99,168.68,49.83,8.02,175.82,77.08,1.04,0.23,0,178.4,78.18,2.43,0.123,52.46,0.358,252.97,1.89,47.35,Warning,Warning,Normal,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Warning,Normal,Warning,Warning,Warning,Warning,Warning,Warning,Warning,Normal,Normal,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.2,0.475,0.075,0.5,0.3,Low,Medium,Low,Medium,Low,0.28,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0068,159.01,19.03,97.99,9.31,169.45,66.84,8.25,171.14,87.42,1.01,0.55,7,173.55,99.69,5.61,0.051,3.86,0.093,229.27,4.14,56.9,Warning,Normal,Normal,Warning,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Danger,Normal,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.1,0.2,Low,Low,Medium,Low,Low,0.27,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0069,148.67,19.17,102.46,7.26,171.88,51.25,4.75,176.7,78.01,1.32,0.6,4,174.64,111.12,4.27,0.0,33.59,0.152,240.77,2.97,127.15,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Danger,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.175,0.3,0.1,0.1,Low,Low,Low,Low,Low,0.181,Low,Moulding,Immediate Hold / Halt
LOT_0070,150.13,20.93,113.62,4.96,185.81,68.48,2.36,179.52,83.05,1.26,0.63,2,161.43,86.24,2.72,0.034,38.13,0.5,248.16,1.54,103.34,Normal,Normal,Danger,Normal,Danger,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Danger,Normal,Normal,Normal,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.5,0.075,0.2,0.2,Low,Medium,Low,Low,Low,0.214,Low,Die Attach,Immediate Hold / Halt
LOT_0071,157.18,18.17,98.93,4.06,158.72,69.72,4.82,177.52,72.9,0.91,0.64,1,182.09,82.81,4.34,0.155,0.0,0.0,232.79,3.51,73.44,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Danger,Normal,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.1,0.175,0.1,0.3,0.2,Low,Low,Low,Low,Low,0.166,Low,Solder Reflow,Immediate Hold / Halt
LOT_0072,165.35,18.31,101.48,10.17,181.05,90.92,6.81,181.14,84.74,1.16,0.39,0,169.98,86.94,3.32,0.136,46.93,0.263,256.82,1.59,84.19,Danger,Normal,Normal,Danger,Danger,Danger,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,0.85,0.25,0.2,0.125,Medium,High,Low,Low,Low,0.371,Medium,Die Attach,Immediate Hold / Halt
LOT_0073,145.7,14.4,99.34,3.51,177.11,69.46,3.46,186.12,89.77,1.12,0.45,0,167.39,109.6,6.83,0.203,12.27,0.082,246.13,1.09,99.7,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Danger,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Normal,Normal,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.175,0.375,0.6,0.0,Low,Low,Medium,Medium,Low,0.25,Low,Die Attach,Immediate Hold / Halt
LOT_0074,149.11,18.6,87.24,6.05,160.74,42.45,0.69,174.83,94.18,1.33,0.41,0,173.28,72.03,4.45,0.141,53.45,0.235,243.37,1.8,65.19,Normal,Normal,Danger,Warning,Normal,Warning,Danger,Normal,Danger,Danger,Normal,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Normal,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.4,0.475,0.35,0.3,0.075,Medium,Medium,Medium,Low,Low,0.302,Low,Die Attach,Immediate Hold / Halt
LOT_0075,148.64,21.1,107.31,0.79,176.94,55.93,4.97,170.52,60.61,1.18,0.65,1,170.47,99.29,1.66,0.038,43.06,0.062,247.35,1.41,103.99,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Danger,Warning,Normal,Normal,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.175,0.275,0.2,0.0,Low,Low,Low,Low,Low,0.145,Low,Moulding,Immediate Hold / Halt
LOT_0076,149.79,15.15,109.32,1.06,158.52,63.01,6.72,168.91,80.49,1.09,0.64,3,167.43,75.1,4.13,0.0,0.0,0.315,252.23,0.61,59.71,Normal,Warning,Warning,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.2,0.325,0.25,0.1,0.225,Low,Low,Low,Low,Low,0.223,Low,None,Continue
LOT_0077,153.71,26.17,100.17,1.09,163.54,80.62,4.03,170.2,76.14,0.81,0.52,7,172.26,85.46,3.56,0.0,45.19,0.238,243.56,5.05,98.96,Normal,Danger,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Normal,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.175,0.375,0.0,0.2,Low,Low,Medium,Low,Low,0.21,Low,Die Attach,Immediate Hold / Halt
LOT_0078,145.49,18.72,109.19,4.45,153.49,73.79,4.0,186.24,88.64,0.91,0.76,2,175.97,98.73,2.73,0.029,48.72,0.2,241.77,1.74,102.71,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Danger,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.35,0.375,0.2,0.075,Low,Medium,Medium,Low,Low,0.215,Low,Moulding,Immediate Hold / Halt
LOT_0079,162.38,16.8,100.19,9.65,164.36,66.79,3.41,177.57,78.5,1.2,0.74,10,174.06,95.86,4.29,0.052,32.12,0.206,246.35,3.55,59.8,Danger,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Normal,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.45,0.0,0.2,Medium,Low,Medium,Low,Low,0.263,Low,Die Attach,Immediate Hold / Halt
LOT_0080,156.84,23.95,99.06,0.0,160.14,79.45,4.97,169.0,75.96,1.17,0.61,1,167.43,82.95,2.62,0.209,16.26,0.433,257.17,3.3,77.05,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Warning,Warning,Warning,Normal,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.2,0.175,0.175,0.5,0.325,Low,Low,Low,Medium,Low,0.266,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0081,152.42,19.93,92.77,5.3,155.57,77.82,4.3,176.21,82.27,0.95,0.62,1,176.1,65.77,4.19,0.235,0.0,0.148,249.11,2.64,100.52,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Danger,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.35,0.0,0.6,0.0,Low,Medium,Low,Medium,Low,0.203,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0082,152.94,21.9,108.88,5.64,163.07,70.09,7.85,174.2,72.2,1.22,0.48,0,175.93,80.36,3.86,0.107,28.57,0.356,241.52,2.91,82.21,Normal,Normal,Warning,Warning,Normal,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.325,0.175,0.3,0.1,Low,Low,Low,Low,Low,0.223,Low,None,Continue
